,School,G,W,L,W-L%,SRS,SOS,W.1,L.1,W.2,L.2,W.3,L.3,Tm.,Opp.,FTr,3PAr,TS%,TRB%,AST%,BLK%,eFG%,TOV%,FT/FGA,Conf_Rk,Conf,region_seed,qual_for_ncaa,final_four,ncaa_champ,season
7163,Abilene Christian,31,10,21,0.323,-17.2,-6.34,4.0,14.0,7.0,6.0,1.0,14.0,1976.0,2186.0,0.289,0.362,0.516,44.6,56.7,3.6,0.482,17.2,0.21,12.0,Southland,-1,False,False,False,2015
7164,Air Force,31,14,17,0.452,-1.85,-0.71,6.0,12.0,11.0,5.0,1.0,11.0,2037.0,2017.0,0.311,0.399,0.567,49.4,65.1,7.4,0.548,16.9,0.205,9.0,MWC,-1,False,False,False,2015
7165,Akron,35,21,14,0.6,3.65,-0.47,9.0,9.0,15.0,3.0,2.0,9.0,2382.0,2203.0,0.311,0.473,0.523,50.5,52.8,12.1,0.498,15.6,0.205,4.0,MAC,-1,False,False,False,2015
7166,Alabama,34,19,15,0.559,10.52,8.09,8.0,10.0,14.0,5.0,4.0,8.0,2280.0,2180.0,0.436,0.404,0.548,49.7,46.1,11.1,0.505,16.4,0.313,8.0,SEC,-1,False,False,False,2015
7167,Alabama A&M,29,9,20,0.31,-17.15,-9.62,8.0,10.0,4.0,7.0,5.0,12.0,1797.0,1988.0,0.419,0.376,0.489,49.5,58.2,6.1,0.451,18.3,0.271,7.0,SWAC,-1,False,False,False,2015
7168,Alabama State,29,19,10,0.655,-8.97,-12.71,14.0,4.0,9.0,3.0,8.0,5.0,2090.0,1937.0,0.35,0.276,0.515,53.5,51.6,10.6,0.487,16.4,0.228,2.0,SWAC,-1,False,False,False,2015
7169,Albany (NY),33,24,9,0.727,-0.34,-5.18,15.0,1.0,12.0,3.0,12.0,5.0,2156.0,1996.0,0.39,0.343,0.546,53.5,47.9,5.5,0.499,16.2,0.296,1.0,AEC,14.0,True,False,False,2015
7170,Alcorn State,32,6,26,0.188,-20.75,-9.95,4.0,14.0,4.0,7.0,1.0,15.0,2066.0,2377.0,0.378,0.297,0.47,46.4,39.4,6.7,0.43,14.3,0.248,9.0,SWAC,-1,False,False,False,2015
7171,American,33,17,16,0.515,-3.56,-3.71,8.0,10.0,8.0,3.0,7.0,13.0,1938.0,1933.0,0.344,0.386,0.563,45.7,59.7,8.0,0.534,17.7,0.243,6.0,Patriot,-1,False,False,False,2015
7172,Appalachian State,29,12,17,0.414,-9.81,-3.18,9.0,11.0,7.0,5.0,5.0,12.0,1841.0,2033.0,0.335,0.367,0.496,49.9,49.9,5.4,0.456,17.6,0.238,6.0,Sun Belt,-1,False,False,False,2015
7173,Arizona,38,34,4,0.895,24.33,7.41,16.0,2.0,17.0,0.0,8.0,3.0,2911.0,2268.0,0.471,0.259,0.575,56.8,52.3,9.8,0.535,14.2,0.338,1.0,Pac-12,2.0,True,False,False,2015
7174,Arizona State,34,18,16,0.529,9.52,6.66,9.0,9.0,15.0,3.0,3.0,10.0,2360.0,2263.0,0.421,0.363,0.541,52.9,53.3,6.1,0.509,17.8,0.281,6.0,Pac-12,-1,False,False,False,2015
7175,Arkansas,36,27,9,0.75,14.07,6.79,13.0,5.0,17.0,2.0,7.0,5.0,2787.0,2525.0,0.373,0.31,0.539,50.2,59.2,12.0,0.5,14.3,0.27,2.0,SEC,5.0,True,False,False,2015
7176,Arkansas State,29,11,18,0.379,-10.1,-3.81,6.0,14.0,5.0,9.0,6.0,9.0,1869.0,2018.0,0.325,0.315,0.496,49.1,48.3,8.1,0.459,17.2,0.228,10.0,Sun Belt,-1,False,False,False,2015
7177,Arkansas-Pine Bluff,32,12,20,0.375,-15.65,-8.61,9.0,9.0,5.0,4.0,5.0,13.0,1912.0,2140.0,0.357,0.373,0.499,45.0,49.2,10.7,0.462,20.3,0.242,5.0,SWAC,-1,False,False,False,2015
7178,Army,30,15,15,0.5,-6.5,-4.98,6.0,12.0,7.0,7.0,7.0,8.0,2164.0,2163.0,0.315,0.394,0.532,49.3,56.1,8.8,0.505,16.3,0.214,10.0,Patriot,-1,False,False,False,2015
7179,Auburn,35,15,20,0.429,3.27,8.15,4.0,14.0,9.0,8.0,2.0,10.0,2378.0,2523.0,0.484,0.387,0.514,46.0,49.5,7.0,0.471,16.4,0.322,13.0,SEC,-1,False,False,False,2015
7180,Austin Peay,30,8,22,0.267,-12.45,-2.81,3.0,13.0,6.0,7.0,1.0,14.0,1937.0,2178.0,0.411,0.308,0.486,50.3,54.3,12.1,0.444,17.7,0.274,12.0,OVC,-1,False,False,False,2015
7181,Ball State,30,7,23,0.233,-5.06,0.04,2.0,16.0,6.0,9.0,1.0,14.0,1961.0,2070.0,0.355,0.433,0.531,50.2,57.2,6.8,0.497,18.7,0.246,12.0,MAC,-1,False,False,False,2015
7182,Baylor,34,24,10,0.706,17.85,9.33,11.0,7.0,16.0,2.0,6.0,5.0,2349.0,2048.0,0.386,0.334,0.53,55.9,61.1,11.2,0.497,16.4,0.26,5.0,Big 12,3.0,True,False,False,2015
7183,Belmont,33,22,11,0.667,0.35,-2.77,11.0,5.0,12.0,2.0,7.0,8.0,2450.0,2330.0,0.324,0.48,0.589,50.3,58.7,5.5,0.567,17.8,0.225,1.0,OVC,15.0,True,False,False,2015
7184,Bethune-Cookman,32,11,21,0.344,-15.52,-10.45,7.0,9.0,6.0,8.0,4.0,11.0,1899.0,2003.0,0.429,0.346,0.503,51.1,42.1,8.1,0.452,19.2,0.308,7.0,MEAC,-1,False,False,False,2015
7185,Binghamton,32,6,26,0.188,-13.45,-3.49,5.0,11.0,5.0,9.0,1.0,15.0,1845.0,2124.0,0.387,0.347,0.488,46.9,43.9,7.8,0.45,18.6,0.255,7.0,AEC,-1,False,False,False,2015
7186,Boise State,34,25,9,0.735,10.01,1.38,14.0,4.0,13.0,1.0,8.0,5.0,2390.0,2045.0,0.324,0.416,0.568,52.1,49.2,7.0,0.537,14.2,0.236,2.0,MWC,-1,False,False,False,2015
7187,Boston College,32,13,19,0.406,6.32,7.94,4.0,14.0,9.0,8.0,2.0,7.0,2105.0,2157.0,0.35,0.382,0.541,48.0,56.7,7.5,0.507,16.7,0.247,13.0,ACC,-1,False,False,False,2015
7188,Boston University,30,13,17,0.433,-5.63,-3.12,9.0,9.0,8.0,6.0,5.0,10.0,2037.0,2087.0,0.45,0.421,0.56,50.7,55.1,5.8,0.523,16.9,0.313,5.0,Patriot,-1,False,False,False,2015
7189,Bowling Green State,33,21,12,0.636,2.93,-1.25,11.0,7.0,11.0,6.0,10.0,5.0,2196.0,2076.0,0.326,0.358,0.527,51.0,52.2,11.2,0.491,15.6,0.233,3.0,MAC,-1,False,False,False,2015
7190,Bradley,33,9,24,0.273,-4.3,1.52,3.0,15.0,7.0,9.0,1.0,10.0,1882.0,2026.0,0.377,0.349,0.469,50.5,48.2,9.6,0.429,17.3,0.25,10.0,MVC,-1,False,False,False,2015
7191,Brigham Young,35,25,10,0.714,13.53,5.02,13.0,5.0,13.0,3.0,8.0,3.0,2931.0,2561.0,0.424,0.365,0.584,53.2,60.9,7.4,0.539,14.2,0.325,2.0,WCC,-1,False,False,False,2015
7192,Brown,31,13,18,0.419,-7.23,-1.99,4.0,10.0,9.0,6.0,3.0,11.0,2048.0,2144.0,0.448,0.338,0.52,51.1,53.8,11.1,0.477,18.9,0.309,7.0,Ivy,-1,False,False,False,2015
7193,Bryant,31,16,15,0.516,-6.28,-4.93,12.0,6.0,9.0,5.0,7.0,10.0,2058.0,2100.0,0.328,0.388,0.529,49.0,53.7,7.0,0.488,15.8,0.246,3.0,NEC,-1,False,False,False,2015
7194,Bucknell,34,19,15,0.559,-3.66,-2.75,13.0,5.0,12.0,4.0,6.0,11.0,2339.0,2346.0,0.397,0.331,0.538,51.6,55.8,7.3,0.501,14.8,0.277,1.0,Patriot,-1,False,False,False,2015
7195,Buffalo,33,23,10,0.697,7.93,1.6,12.0,6.0,11.0,2.0,9.0,7.0,2462.0,2253.0,0.426,0.303,0.533,52.0,51.7,11.3,0.487,14.1,0.306,1.0,MAC,12.0,True,False,False,2015
7196,Butler,34,23,11,0.676,16.64,8.62,12.0,6.0,13.0,3.0,7.0,4.0,2346.0,2073.0,0.408,0.287,0.522,54.2,47.5,8.8,0.484,14.3,0.279,2.0,Big East,6.0,True,False,False,2015
7197,Cal Poly,29,13,16,0.448,-0.57,0.43,6.0,10.0,7.0,4.0,5.0,10.0,1752.0,1721.0,0.318,0.335,0.479,51.0,47.6,8.9,0.442,12.2,0.218,7.0,Big West,-1,False,False,False,2015
7198,Cal State Bakersfield,33,14,19,0.424,-6.4,-5.8,7.0,7.0,9.0,5.0,3.0,10.0,2100.0,2028.0,0.393,0.325,0.52,53.8,59.7,6.1,0.474,16.8,0.284,5.0,WAC,-1,False,False,False,2015
7199,Cal State Fullerton,31,9,22,0.29,-8.58,-1.06,1.0,15.0,6.0,9.0,1.0,13.0,1991.0,2155.0,0.368,0.309,0.5,50.7,43.7,5.5,0.461,16.4,0.253,9.0,Big West,-1,False,False,False,2015
7200,Cal State Northridge,33,9,24,0.273,-6.61,0.39,4.0,12.0,7.0,9.0,1.0,14.0,2148.0,2325.0,0.418,0.193,0.514,50.4,59.9,11.0,0.456,17.2,0.32,8.0,Big West,-1,False,False,False,2015
7201,California,33,18,15,0.545,5.36,6.15,7.0,11.0,11.0,7.0,5.0,6.0,2195.0,2221.0,0.304,0.276,0.513,50.6,50.2,9.2,0.489,14.6,0.197,8.0,Pac-12,-1,False,False,False,2015
7202,Campbell,32,10,22,0.313,-11.13,-5.3,4.0,14.0,9.0,6.0,1.0,15.0,2045.0,2124.0,0.361,0.445,0.528,48.4,59.4,8.3,0.505,17.2,0.226,10.0,Big South,-1,False,False,False,2015
7203,Canisius,33,18,15,0.545,-0.04,-2.79,11.0,9.0,10.0,5.0,8.0,8.0,2168.0,2077.0,0.32,0.363,0.505,50.4,61.0,10.1,0.466,15.5,0.23,5.0,MAAC,-1,False,False,False,2015
7204,Central Arkansas,29,2,27,0.069,-22.84,-5.94,2.0,16.0,2.0,11.0,0.0,16.0,1894.0,2384.0,0.393,0.365,0.524,45.8,55.9,9.4,0.488,22.6,0.266,13.0,Southland,-1,False,False,False,2015
7205,Central Connecticut State,31,5,26,0.161,-16.56,-5.62,3.0,15.0,4.0,9.0,1.0,13.0,1834.0,2173.0,0.286,0.271,0.482,48.9,50.4,9.3,0.446,18.3,0.203,10.0,NEC,-1,False,False,False,2015
7206,Central Florida,30,12,18,0.4,-5.73,0.78,5.0,13.0,10.0,8.0,2.0,9.0,1981.0,2153.0,0.356,0.356,0.523,47.5,52.4,10.2,0.497,17.1,0.229,9.0,AAC,-1,False,False,False,2015
7207,Central Michigan,32,23,9,0.719,5.56,-1.1,12.0,6.0,16.0,1.0,6.0,7.0,2504.0,2187.0,0.369,0.476,0.587,50.0,52.7,7.5,0.556,13.2,0.268,7.0,MAC,-1,False,False,False,2015
7208,Charleston Southern,31,19,12,0.613,-4.48,-5.23,13.0,5.0,13.0,2.0,6.0,9.0,2277.0,2130.0,0.343,0.458,0.53,52.3,51.1,6.8,0.499,14.2,0.236,2.0,Big South,-1,False,False,False,2015
7209,Charlotte,32,14,18,0.438,1.76,0.35,7.0,11.0,7.0,6.0,5.0,9.0,2362.0,2317.0,0.37,0.288,0.542,51.4,50.9,6.8,0.517,16.6,0.24,11.0,CUSA,-1,False,False,False,2015
7210,Chattanooga,32,22,10,0.688,-1.63,-4.06,15.0,3.0,15.0,2.0,7.0,7.0,2325.0,2141.0,0.434,0.354,0.549,51.0,48.4,16.2,0.514,16.5,0.298,2.0,Southern,-1,False,False,False,2015
7211,Chicago State,32,8,24,0.25,-14.76,-2.48,4.0,10.0,7.0,5.0,1.0,16.0,1855.0,2115.0,0.294,0.369,0.466,48.8,44.8,9.8,0.433,19.1,0.196,8.0,WAC,-1,False,False,False,2015
7212,Cincinnati,34,23,11,0.676,10.72,4.4,13.0,5.0,15.0,3.0,6.0,5.0,2113.0,1898.0,0.371,0.297,0.527,53.5,51.8,15.4,0.495,17.7,0.249,4.0,AAC,8.0,True,False,False,2015
7213,Clemson,31,16,15,0.516,7.73,7.18,8.0,10.0,11.0,6.0,3.0,7.0,1944.0,1927.0,0.344,0.339,0.496,51.5,47.9,12.9,0.46,15.7,0.234,10.0,ACC,-1,False,False,False,2015
7214,Cleveland State,34,19,15,0.559,3.07,-0.78,11.0,5.0,12.0,3.0,6.0,12.0,2296.0,2098.0,0.316,0.355,0.548,50.9,54.3,10.7,0.527,16.3,0.217,3.0,Horizon,-1,False,False,False,2015
7215,Coastal Carolina,34,24,10,0.706,-1.02,-6.18,12.0,6.0,14.0,2.0,8.0,7.0,2438.0,2121.0,0.411,0.333,0.537,55.7,46.1,10.2,0.5,15.0,0.283,3.0,Big South,16.0,True,False,False,2015
7216,Colgate,33,16,17,0.485,-2.91,-3.41,12.0,6.0,10.0,5.0,6.0,12.0,2177.0,2125.0,0.273,0.391,0.58,49.3,55.5,7.6,0.56,16.8,0.19,2.0,Patriot,-1,False,False,False,2015
7217,College of Charleston,33,9,24,0.273,-7.23,-1.26,3.0,15.0,5.0,9.0,2.0,12.0,1934.0,2131.0,0.324,0.337,0.491,47.4,46.2,8.5,0.459,16.8,0.214,10.0,CAA,-1,False,False,False,2015
7218,Colorado,34,16,18,0.471,7.01,6.19,7.0,11.0,12.0,5.0,2.0,11.0,2345.0,2317.0,0.408,0.287,0.528,53.6,49.3,11.1,0.484,16.8,0.291,9.0,Pac-12,-1,False,False,False,2015
7219,Colorado State,34,27,7,0.794,8.12,0.69,13.0,5.0,15.0,2.0,8.0,4.0,2454.0,2181.0,0.418,0.368,0.539,54.3,59.6,9.8,0.505,13.7,0.281,3.0,MWC,-1,False,False,False,2015
7220,Columbia,28,13,15,0.464,-0.38,-1.49,5.0,9.0,9.0,7.0,4.0,7.0,1816.0,1737.0,0.286,0.461,0.55,51.9,52.3,10.1,0.522,16.6,0.205,5.0,Ivy,-1,False,False,False,2015
7221,Connecticut,35,20,15,0.571,8.28,4.22,10.0,8.0,11.0,5.0,4.0,7.0,2243.0,2101.0,0.323,0.349,0.533,50.8,52.0,14.8,0.501,16.1,0.229,5.0,AAC,-1,False,False,False,2015
7222,Coppin State,31,8,23,0.258,-17.84,-4.78,6.0,10.0,4.0,7.0,3.0,15.0,2219.0,2558.0,0.31,0.433,0.507,42.8,51.5,7.6,0.475,16.1,0.214,10.0,MEAC,-1,False,False,False,2015
7223,Cornell,30,13,17,0.433,-3.58,-1.92,5.0,9.0,8.0,5.0,5.0,9.0,1868.0,1838.0,0.392,0.372,0.505,47.3,50.7,14.6,0.453,16.3,0.293,6.0,Ivy,-1,False,False,False,2015
7224,Creighton,33,14,19,0.424,7.48,7.05,4.0,14.0,9.0,8.0,3.0,9.0,2221.0,2207.0,0.363,0.427,0.533,51.5,60.2,6.7,0.494,15.8,0.263,9.0,Big East,-1,False,False,False,2015
7225,Dartmouth,29,14,15,0.483,-3.11,-3.32,7.0,7.0,8.0,4.0,6.0,11.0,1835.0,1829.0,0.357,0.331,0.52,50.7,54.3,11.6,0.492,17.4,0.23,4.0,Ivy,-1,False,False,False,2015
7226,Davidson,32,24,8,0.75,11.97,3.19,14.0,4.0,14.0,1.0,9.0,4.0,2529.0,2221.0,0.287,0.456,0.578,50.3,60.9,7.5,0.556,12.2,0.203,1.0,A-10,10.0,True,False,False,2015
7227,Dayton,36,27,9,0.75,10.98,4.06,13.0,5.0,16.0,0.0,5.0,6.0,2439.0,2190.0,0.482,0.382,0.565,48.6,60.5,7.2,0.53,16.1,0.33,2.0,A-10,11.0,True,False,False,2015
7228,Delaware,30,10,20,0.333,-7.76,-1.69,9.0,9.0,5.0,8.0,5.0,10.0,1979.0,2161.0,0.381,0.35,0.509,48.7,55.7,9.8,0.471,15.9,0.261,7.0,CAA,-1,False,False,False,2015
7229,Delaware State,36,18,18,0.5,-10.78,-6.75,9.0,7.0,6.0,6.0,9.0,11.0,2533.0,2607.0,0.317,0.376,0.519,50.7,48.4,10.3,0.485,16.6,0.224,5.0,MEAC,-1,False,False,False,2015
7230,Denver,30,12,18,0.4,-3.96,-3.13,6.0,10.0,9.0,7.0,3.0,10.0,1865.0,1890.0,0.312,0.43,0.593,45.5,69.6,5.9,0.562,17.7,0.239,6.0,Summit,-1,False,False,False,2015
7231,DePaul,32,12,20,0.375,3.3,7.49,6.0,12.0,9.0,7.0,3.0,9.0,2220.0,2354.0,0.365,0.405,0.544,45.9,52.2,10.3,0.507,17.3,0.263,8.0,Big East,-1,False,False,False,2015
7232,Detroit Mercy,33,15,18,0.455,-2.25,0.13,7.0,9.0,10.0,6.0,3.0,11.0,2334.0,2335.0,0.328,0.319,0.535,49.8,52.9,10.9,0.506,16.6,0.224,6.0,Horizon,-1,False,False,False,2015
7233,Drake,31,9,22,0.29,-6.04,2.22,6.0,12.0,8.0,7.0,1.0,11.0,1844.0,2070.0,0.345,0.351,0.567,47.1,58.1,6.0,0.528,20.1,0.265,7.0,MVC,-1,False,False,False,2015
7234,Drexel,30,11,19,0.367,-5.71,-0.85,9.0,9.0,5.0,9.0,5.0,6.0,1787.0,1930.0,0.328,0.344,0.493,47.7,51.6,10.1,0.447,14.7,0.244,6.0,CAA,-1,False,False,False,2015
7235,Duke,39,35,4,0.897,24.97,9.87,15.0,3.0,15.0,1.0,9.0,2.0,3091.0,2502.0,0.398,0.334,0.593,53.9,53.5,9.0,0.566,13.9,0.278,2.0,ACC,1.0,True,True,True,2015
7236,Duquesne,31,12,19,0.387,-2.93,1.41,6.0,12.0,9.0,7.0,2.0,10.0,2213.0,2303.0,0.323,0.371,0.537,50.0,58.0,9.4,0.518,15.6,0.202,11.0,A-10,-1,False,False,False,2015
7237,East Carolina,33,14,19,0.424,-2.84,1.0,6.0,12.0,11.0,5.0,1.0,11.0,2116.0,2176.0,0.317,0.373,0.518,47.6,59.1,5.7,0.488,15.6,0.216,8.0,AAC,-1,False,False,False,2015
7238,East Tennessee State,30,16,14,0.533,-4.8,-4.01,8.0,10.0,10.0,4.0,6.0,9.0,2201.0,2140.0,0.386,0.446,0.543,49.3,52.9,9.1,0.504,15.8,0.279,5.0,Southern,-1,False,False,False,2015
7239,Eastern Illinois,33,18,15,0.545,-5.52,-2.42,9.0,7.0,9.0,5.0,7.0,8.0,2097.0,2136.0,0.329,0.379,0.535,45.9,58.3,12.0,0.511,16.8,0.215,9.0,OVC,-1,False,False,False,2015
7240,Eastern Kentucky,33,21,12,0.636,-0.03,-4.16,11.0,5.0,13.0,4.0,8.0,7.0,2373.0,2100.0,0.319,0.475,0.584,44.3,60.5,10.1,0.549,15.6,0.248,2.0,OVC,-1,False,False,False,2015
7241,Eastern Michigan,35,21,14,0.6,1.96,-0.14,8.0,10.0,16.0,3.0,4.0,10.0,2429.0,2230.0,0.416,0.378,0.517,49.4,46.0,13.5,0.469,14.9,0.299,10.0,MAC,-1,False,False,False,2015
7242,Eastern Washington,35,26,9,0.743,0.79,-3.84,14.0,4.0,13.0,2.0,11.0,6.0,2820.0,2588.0,0.352,0.421,0.591,50.0,46.5,13.0,0.562,13.6,0.255,1.0,Big Sky,13.0,True,False,False,2015
7243,Elon,33,15,18,0.455,-5.91,-2.69,6.0,12.0,8.0,6.0,5.0,10.0,2329.0,2329.0,0.365,0.359,0.521,48.4,48.8,3.8,0.486,16.4,0.249,8.0,CAA,-1,False,False,False,2015
7244,Evansville,36,24,12,0.667,3.36,-0.07,9.0,9.0,14.0,5.0,8.0,5.0,2552.0,2361.0,0.433,0.232,0.571,50.8,63.8,9.9,0.526,16.9,0.324,5.0,MVC,-1,False,False,False,2015
7245,Fairfield,31,7,24,0.226,-8.63,-2.31,5.0,15.0,4.0,11.0,2.0,11.0,1845.0,2041.0,0.371,0.389,0.497,46.7,52.8,9.1,0.452,17.6,0.266,10.0,MAAC,-1,False,False,False,2015
7246,Fairleigh Dickinson,29,8,21,0.276,-12.22,-4.54,3.0,15.0,4.0,9.0,4.0,12.0,1956.0,2130.0,0.336,0.379,0.509,43.1,47.7,9.4,0.473,16.2,0.233,9.0,NEC,-1,False,False,False,2015
7247,Florida,33,16,17,0.485,13.27,9.67,8.0,10.0,11.0,5.0,2.0,9.0,2101.0,1982.0,0.314,0.382,0.519,50.9,56.3,10.5,0.496,16.8,0.199,9.0,SEC,-1,False,False,False,2015
7248,Florida A&M,29,2,27,0.069,-26.04,-8.52,2.0,14.0,2.0,9.0,0.0,17.0,1607.0,2115.0,0.378,0.281,0.454,45.1,43.0,6.1,0.413,19.0,0.245,13.0,MEAC,-1,False,False,False,2015
7249,Florida Atlantic,29,9,20,0.31,-7.8,-2.06,2.0,16.0,7.0,7.0,2.0,13.0,1815.0,1934.0,0.286,0.391,0.511,47.0,45.6,8.1,0.485,17.1,0.193,14.0,CUSA,-1,False,False,False,2015
7250,Florida Gulf Coast,33,22,11,0.667,-1.81,-4.98,11.0,3.0,14.0,4.0,6.0,6.0,2224.0,2085.0,0.32,0.311,0.513,52.0,57.4,10.6,0.485,15.1,0.212,2.0,A-Sun,-1,False,False,False,2015
7251,Florida International,33,16,17,0.485,-7.78,-3.23,8.0,10.0,8.0,4.0,6.0,10.0,2060.0,2153.0,0.382,0.287,0.515,49.7,49.9,13.3,0.487,19.8,0.243,7.0,CUSA,-1,False,False,False,2015
7252,Florida State,33,17,16,0.515,6.69,7.02,8.0,10.0,12.0,6.0,3.0,7.0,2199.0,2210.0,0.469,0.282,0.539,50.9,49.8,12.7,0.501,19.0,0.314,11.0,ACC,-1,False,False,False,2015
7253,Fordham,31,10,21,0.323,-2.15,2.72,4.0,14.0,8.0,8.0,1.0,11.0,2015.0,2144.0,0.326,0.358,0.509,52.2,54.9,11.3,0.47,18.6,0.237,12.0,A-10,-1,False,False,False,2015
7254,Fresno State,32,15,17,0.469,-2.23,1.3,10.0,8.0,11.0,3.0,4.0,10.0,2086.0,2123.0,0.391,0.33,0.52,47.6,46.3,10.4,0.481,15.1,0.27,6.0,MWC,-1,False,False,False,2015
7255,Furman,33,11,22,0.333,-10.55,-3.46,5.0,13.0,7.0,7.0,1.0,14.0,2098.0,2245.0,0.438,0.402,0.531,49.4,48.8,8.2,0.494,18.1,0.293,10.0,Southern,-1,False,False,False,2015
7256,Gardner-Webb,35,20,15,0.571,-5.24,-3.11,10.0,8.0,12.0,2.0,5.0,11.0,2619.0,2595.0,0.378,0.406,0.547,49.9,62.2,5.7,0.519,15.2,0.253,6.0,Big South,-1,False,False,False,2015
7257,George Mason,31,9,22,0.29,-1.43,4.6,4.0,14.0,7.0,8.0,2.0,9.0,1996.0,2147.0,0.406,0.244,0.503,52.2,44.5,11.3,0.465,18.3,0.271,13.0,A-10,-1,False,False,False,2015
7258,George Washington,35,22,13,0.629,8.07,2.79,10.0,8.0,12.0,2.0,5.0,10.0,2354.0,2169.0,0.4,0.289,0.524,52.7,49.3,10.6,0.489,15.8,0.269,6.0,A-10,-1,False,False,False,2015
7259,Georgetown,33,22,11,0.667,15.48,9.81,12.0,6.0,13.0,3.0,5.0,4.0,2340.0,2153.0,0.439,0.325,0.552,52.2,53.4,14.1,0.513,16.4,0.309,3.0,Big East,4.0,True,False,False,2015
7260,Georgia,33,21,12,0.636,12.42,8.6,11.0,7.0,12.0,4.0,8.0,4.0,2250.0,2124.0,0.477,0.311,0.53,53.0,55.0,12.4,0.485,16.5,0.331,4.0,SEC,10.0,True,False,False,2015
7261,Georgia Southern,31,22,9,0.71,-0.4,-4.72,14.0,6.0,13.0,2.0,8.0,6.0,2112.0,1865.0,0.349,0.419,0.513,51.3,49.2,9.4,0.482,15.1,0.233,2.0,Sun Belt,-1,False,False,False,2015
7262,Georgia State,35,25,10,0.714,5.47,-2.03,15.0,5.0,12.0,1.0,8.0,8.0,2499.0,2184.0,0.383,0.278,0.563,48.9,53.1,13.5,0.527,14.2,0.277,1.0,Sun Belt,14.0,True,False,False,2015
7263,Georgia Tech,31,12,19,0.387,7.16,8.45,3.0,15.0,8.0,8.0,2.0,9.0,1962.0,2002.0,0.311,0.273,0.475,55.2,49.3,9.4,0.444,16.0,0.202,14.0,ACC,-1,False,False,False,2015
7264,Gonzaga,38,35,3,0.921,21.12,5.12,17.0,1.0,15.0,1.0,11.0,1.0,2989.0,2343.0,0.387,0.317,0.606,55.5,57.2,8.4,0.584,13.9,0.267,1.0,WCC,2.0,True,False,False,2015
7265,Grambling,29,2,27,0.069,-30.67,-8.0,0.0,18.0,2.0,9.0,0.0,17.0,1509.0,2105.0,0.412,0.258,0.445,47.3,43.9,4.9,0.398,22.3,0.268,10.0,SWAC,-1,False,False,False,2015
7266,Grand Canyon,32,17,15,0.531,-6.62,-5.45,8.0,6.0,13.0,8.0,4.0,7.0,2198.0,2188.0,0.4,0.353,0.549,47.4,51.1,7.9,0.51,15.2,0.286,2.0,WAC,-1,False,False,False,2015
7267,Green Bay,33,24,9,0.727,5.7,-0.4,12.0,4.0,13.0,1.0,6.0,7.0,2252.0,2006.0,0.39,0.265,0.525,51.9,56.0,13.5,0.498,15.4,0.251,2.0,Horizon,-1,False,False,False,2015
7268,Hampton,35,17,18,0.486,-8.25,-7.08,8.0,8.0,6.0,5.0,5.0,12.0,2346.0,2387.0,0.438,0.326,0.496,50.1,46.7,10.5,0.456,17.3,0.286,6.0,MEAC,16.0,True,False,False,2015
7269,Hartford,30,14,16,0.467,-8.58,-5.16,7.0,9.0,7.0,7.0,7.0,8.0,1858.0,1924.0,0.299,0.452,0.51,47.2,56.1,4.9,0.478,16.6,0.209,5.0,AEC,-1,False,False,False,2015
7270,Harvard,30,22,8,0.733,4.47,-0.25,12.0,3.0,12.0,2.0,9.0,4.0,1926.0,1727.0,0.393,0.266,0.524,52.5,57.2,13.1,0.481,16.0,0.283,1.0,Ivy,13.0,True,False,False,2015
7271,Hawaii,35,22,13,0.629,2.65,-0.83,8.0,8.0,13.0,5.0,3.0,5.0,2551.0,2387.0,0.371,0.341,0.528,49.3,51.6,11.1,0.493,16.2,0.254,5.0,Big West,-1,False,False,False,2015
7272,High Point,33,23,10,0.697,-2.47,-4.61,13.0,5.0,12.0,2.0,9.0,7.0,2407.0,2231.0,0.357,0.295,0.567,50.3,56.5,8.5,0.531,15.0,0.263,1.0,Big South,-1,False,False,False,2015
7273,Hofstra,34,20,14,0.588,3.78,-4.46,10.0,8.0,8.0,7.0,10.0,6.0,2668.0,2388.0,0.398,0.416,0.557,51.6,58.2,7.2,0.523,13.7,0.279,5.0,CAA,-1,False,False,False,2015
7274,Holy Cross,30,14,16,0.467,-6.23,-3.82,8.0,10.0,10.0,4.0,3.0,12.0,1981.0,2020.0,0.346,0.339,0.518,48.7,48.3,14.1,0.479,14.6,0.247,7.0,Patriot,-1,False,False,False,2015
7275,Houston,32,13,19,0.406,-2.06,-0.91,4.0,14.0,9.0,8.0,2.0,9.0,2060.0,2097.0,0.32,0.451,0.498,49.2,53.3,10.4,0.465,17.0,0.218,10.0,AAC,-1,False,False,False,2015
7276,Houston Christian,28,12,16,0.429,-13.18,-5.63,7.0,11.0,10.0,3.0,2.0,13.0,2028.0,2063.0,0.383,0.25,0.538,54.6,47.8,10.6,0.497,18.5,0.278,8.0,Southland,-1,False,False,False,2015
7277,Howard,32,16,16,0.5,-9.89,-7.86,10.0,6.0,9.0,3.0,7.0,12.0,2032.0,2004.0,0.435,0.309,0.519,51.2,38.8,12.6,0.475,20.9,0.304,4.0,MEAC,-1,False,False,False,2015
7278,Idaho,30,13,17,0.433,-5.75,-4.79,8.0,10.0,11.0,3.0,2.0,12.0,2301.0,2269.0,0.372,0.331,0.566,52.9,50.3,6.0,0.535,15.1,0.264,7.0,Big Sky,-1,False,False,False,2015
